Frame,keypoint,Left Elbow Angle,Right Elbow Angle,Left Knee Angle,Right Knee Angle,Shooting
12.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [    0.10231     0.55948]
  [   0.077503     0.60065]
  [    0.11277     0.60731]
  [     0.1207     0.61459]
  [    0.16726     0.63069]
  [    0.15487     0.55697]
  [    0.16014     0.55381]
  [   0.068253     0.74229]
  [   0.095999     0.74558]
  [   0.098175     0.82508]
  [    0.15413     0.83241]
  [    0.04549     0.91799]
  [    0.11953     0.92403]]]",102.77357640342589,61.48881215398564,130.57457415667534,125.50706556614611,True
13.0,"[[[    0.10594     0.53928]
  [          0           0]
  [    0.10141     0.53315]
  [          0           0]
  [   0.096326     0.55004]
  [   0.076326     0.60064]
  [    0.11685     0.60301]
  [    0.10307     0.60194]
  [    0.17162     0.61305]
  [    0.12578     0.54032]
  [    0.14558     0.54769]
  [   0.069642     0.74078]
  [   0.099983     0.74171]
  [     0.1008     0.82639]
  [    0.15459     0.83016]
  [   0.051059     0.91977]
  [    0.12015     0.92629]]]",107.44276885212749,57.897157178934435,131.95380791615435,128.60026699594812,True
14.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.096815     0.54674]
  [   0.072847     0.59083]
  [    0.11421      0.5979]
  [    0.09844     0.58824]
  [    0.17005     0.60795]
  [      0.124      0.5292]
  [    0.14651     0.54302]
  [   0.070548     0.73685]
  [    0.10104     0.74003]
  [    0.10209     0.82436]
  [     0.1538     0.83181]
  [   0.047896     0.91805]
  [     0.1184     0.92845]]]",119.18812971588716,59.86957920745072,130.13342589856256,129.98706860502753,True
15.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.097788     0.54544]
  [   0.074538     0.59243]
  [    0.11295     0.59312]
  [    0.10441      0.5863]
  [    0.16408     0.59291]
  [    0.12912     0.53218]
  [    0.14147     0.53791]
  [    0.07254     0.73471]
  [    0.10143     0.73547]
  [    0.10314     0.82349]
  [    0.15235     0.82797]
  [   0.048076     0.91913]
  [    0.11797     0.92788]]]",126.12727406353994,67.88234414263599,131.048862492641,132.17770151714737,True
16.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [    0.10118     0.53798]
  [   0.074039     0.57824]
  [    0.11825     0.58557]
  [    0.10547     0.56157]
  [    0.16652     0.57555]
  [    0.12919     0.52217]
  [    0.14534     0.51751]
  [   0.072618     0.72381]
  [    0.10445     0.72851]
  [    0.10537     0.81439]
  [    0.15109     0.82637]
  [   0.050034     0.91365]
  [    0.11151     0.92893]]]",148.99706966906044,81.68817819122609,130.9838390917425,133.41825511571844,True
17.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.091807     0.53499]
  [   0.069067     0.57564]
  [    0.11269     0.57674]
  [   0.094516     0.55496]
  [    0.16445     0.55572]
  [    0.12131     0.51133]
  [    0.14213     0.50617]
  [   0.074668     0.71121]
  [      0.106     0.71328]
  [   0.099187     0.80479]
  [     0.1425     0.81331]
  [   0.049392     0.91097]
  [    0.11098     0.92756]]]",160.6509023554763,87.8520960680824,140.19260065907716,144.53141002743607,True
18.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [    0.09332      0.5206]
  [   0.071086     0.56265]
  [    0.11171     0.56559]
  [    0.10038     0.54015]
  [    0.15711     0.54656]
  [    0.12259     0.49295]
  [    0.13637     0.48906]
  [   0.076486     0.70042]
  [    0.10617     0.70268]
  [    0.09763     0.79842]
  [    0.13902     0.80604]
  [   0.051655     0.90999]
  [    0.11113     0.92158]]]",152.7324864657621,92.90288435552344,145.42911545042918,148.80096127761104,True
19.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.086698     0.51619]
  [    0.06992       0.554]
  [     0.1089     0.56051]
  [   0.098041     0.52658]
  [    0.15447     0.53812]
  [    0.11899      0.4785]
  [    0.13409     0.47581]
  [   0.078022     0.69499]
  [    0.10662     0.69874]
  [   0.096193     0.79389]
  [    0.14095     0.80331]
  [   0.052901     0.90457]
  [    0.11207     0.91903]]]",157.8161689442459,98.05019687631511,148.2258320287393,147.8153649803782,True
20.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.089703     0.51198]
  [   0.065985     0.56027]
  [    0.10752     0.55695]
  [   0.093943     0.53279]
  [    0.15916      0.5272]
  [    0.10557     0.47712]
  [    0.12731     0.47029]
  [   0.075855     0.70393]
  [    0.10394     0.70052]
  [   0.089122     0.80695]
  [    0.12685     0.80162]
  [   0.059104     0.91151]
  [    0.10726     0.90497]]]",146.30294253208393,90.71957340619383,156.64332984110632,156.50388469901134,True
21.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.081581     0.50355]
  [   0.063196     0.54543]
  [    0.10408     0.54938]
  [   0.078164     0.49594]
  [    0.15066     0.50484]
  [          0           0]
  [     0.1436     0.44741]
  [   0.075994     0.68097]
  [     0.1051     0.68465]
  [   0.088987     0.78836]
  [    0.13278     0.79785]
  [   0.053175     0.90138]
  [    0.11254      0.9204]]]",154.21812091213155,126.71819470977277,155.5189714206955,156.8779331787179,True
22.0,"[[[   0.092258     0.49363]
  [          0           0]
  [   0.084354     0.48915]
  [          0           0]
  [   0.076579      0.5108]
  [   0.066626     0.55255]
  [    0.10137     0.55087]
  [   0.078068     0.48462]
  [    0.14827     0.48015]
  [    0.10059     0.42058]
  [    0.14041     0.41257]
  [   0.080098     0.68468]
  [    0.10497     0.68561]
  [   0.087142     0.79157]
  [    0.12993     0.79767]
  [   0.049619     0.90333]
  [    0.10978     0.91818]]]",170.18533736034982,139.8133339148447,157.670781537573,157.95038216143664,True
23.0,"[[[     0.0901     0.49237]
  [          0           0]
  [   0.082372     0.48825]
  [          0           0]
  [   0.074212     0.50987]
  [   0.068522     0.54908]
  [    0.09614     0.54958]
  [   0.086779     0.48018]
  [    0.14082     0.47796]
  [          0           0]
  [    0.14048     0.40394]
  [   0.082555     0.68421]
  [    0.10302     0.68627]
  [   0.089648     0.79204]
  [    0.12953     0.79985]
  [   0.047442     0.90419]
  [    0.10589     0.92022]]]",154.9145816414194,147.78279863841558,155.6133373142684,155.7539162677656,False
24.0,"[[[   0.088556     0.49661]
  [          0           0]
  [   0.082357     0.49301]
  [          0           0]
  [   0.075386     0.51411]
  [   0.076044     0.55055]
  [   0.092431     0.55119]
  [    0.09988     0.48857]
  [    0.12579     0.48858]
  [     0.1215     0.42101]
  [    0.13247       0.416]
  [   0.083143     0.69423]
  [   0.095843     0.69378]
  [   0.084688     0.80309]
  [     0.1219     0.80452]
  [   0.046644     0.90134]
  [   0.097576     0.90987]]]",176.7071198110455,157.20804988168297,158.0213888080481,153.75599031288849,False
25.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.075517     0.51769]
  [   0.066651     0.55951]
  [   0.097023     0.55972]
  [   0.081113      0.4951]
  [    0.13718     0.48943]
  [          0           0]
  [    0.13252     0.41988]
  [    0.07836     0.69365]
  [    0.10028     0.69527]
  [   0.084858     0.80397]
  [    0.12184     0.81141]
  [   0.045502     0.91489]
  [   0.097754     0.93189]]]",158.04086850756096,146.4268148428713,157.0942725904889,158.18050489495272,False
26.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [    0.07323     0.53179]
  [   0.065348     0.56633]
  [   0.095465      0.5706]
  [   0.078946      0.4944]
  [    0.13066     0.49829]
  [    0.10015     0.43888]
  [    0.12474     0.42645]
  [   0.078841     0.69671]
  [    0.10111      0.6996]
  [   0.079533      0.8049]
  [    0.12001     0.81388]
  [   0.042709     0.91521]
  [   0.097368     0.93069]]]",169.8001146911611,149.3393714295048,161.172838091092,159.63683782978282,False
27.0,"[[[          0           0]
  [          0           0]
  [   0.079667     0.51126]
  [          0           0]
  [   0.071189     0.53237]
  [   0.062206     0.56849]
  [   0.093449     0.56964]
  [   0.074056      0.4995]
  [    0.12906      0.4986]
  [          0           0]
  [    0.12279     0.43199]
  [   0.076252     0.70313]
  [   0.099375     0.70492]
  [   0.076078     0.81102]
  [    0.11885      0.8181]
  [   0.037344     0.91923]
  [   0.094679     0.93471]]]",161.82018976024744,147.99636499338354,160.39635486548823,158.52348967431408,False
28.0,"[[[          0           0]
  [          0           0]
  [   0.080774      0.5106]
  [          0           0]
  [   0.071429     0.53131]
  [   0.062087     0.56921]
  [   0.090728     0.56788]
  [   0.073909     0.50583]
  [    0.12739      0.5005]
  [          0           0]
  [    0.12376     0.43578]
  [   0.074242     0.70414]
  [   0.095794     0.70502]
  [   0.074786     0.81234]
  [    0.11757     0.81825]
  [    0.03407     0.91965]
  [   0.094741     0.93513]]]",161.12125650248004,148.24337195452787,158.93207159046423,158.05737024459572,False
29.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.070285      0.5287]
  [   0.057969      0.5669]
  [   0.088146     0.56989]
  [   0.076263     0.51181]
  [    0.12696     0.51564]
  [          0           0]
  [    0.13565     0.44664]
  [   0.070974     0.70227]
  [   0.093601     0.70538]
  [   0.071956     0.81062]
  [    0.11633     0.81966]
  [   0.032218     0.92072]
  [   0.093649     0.93749]]]",153.15492000554903,151.599399063592,159.6342696786549,157.85168592792996,False
30.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.069677     0.52902]
  [   0.058697     0.56734]
  [   0.085821     0.57021]
  [   0.077025     0.51291]
  [     0.1273     0.51478]
  [    0.11228     0.45328]
  [    0.13937     0.44426]
  [   0.071709     0.70074]
  [   0.092381     0.70403]
  [   0.071878     0.80927]
  [    0.11549     0.81918]
  [   0.031054     0.92022]
  [   0.096188     0.93825]]]",168.01814565746147,152.89415704341627,159.70989353314528,159.4396912495796,False
31.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.069795     0.53029]
  [   0.057668     0.56724]
  [   0.085725     0.57307]
  [   0.075894     0.51252]
  [    0.12431     0.52049]
  [          0           0]
  [    0.13716     0.44717]
  [    0.07074     0.70046]
  [   0.092162     0.70498]
  [   0.070803     0.80899]
  [     0.1154     0.82078]
  [   0.030054      0.9205]
  [   0.095323     0.93973]]]",153.15523419425085,153.66979332556292,159.89205467830953,159.07419416671385,False
32.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [    0.06846     0.53232]
  [    0.05775     0.56811]
  [   0.085184     0.57391]
  [   0.076169     0.51025]
  [    0.12391     0.51849]
  [    0.10844     0.45254]
  [     0.1353      0.4465]
  [   0.070539     0.70196]
  [   0.091652     0.70622]
  [   0.069851     0.81076]
  [     0.1157     0.82191]
  [   0.028375     0.92095]
  [   0.094892     0.93945]]]",168.44665806560974,154.0548247494549,159.73639466712493,158.21843976560297,False
33.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.066675     0.53821]
  [   0.060197     0.57103]
  [   0.079627     0.58264]
  [   0.081068     0.50849]
  [    0.11578     0.52695]
  [    0.11127     0.45416]
  [    0.13058     0.44847]
  [   0.072736     0.70558]
  [   0.089094     0.71218]
  [   0.069092     0.81579]
  [    0.11294     0.83071]
  [   0.026104     0.92396]
  [   0.095391     0.94401]]]",169.38344583103367,157.6954658412334,160.2207780226839,159.82050161656448,False
34.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.066836     0.53803]
  [   0.059536     0.57324]
  [   0.079526     0.58263]
  [   0.080843     0.51449]
  [    0.11797     0.52787]
  [    0.11312     0.45988]
  [    0.13396      0.4499]
  [   0.072231     0.70706]
  [   0.088842     0.71285]
  [   0.068073     0.81953]
  [    0.11199     0.83346]
  [   0.024146     0.92809]
  [   0.093914     0.94721]]]",169.3531197911188,156.51984002091248,160.08765763576037,160.10325778782467,False
35.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.066898     0.53951]
  [   0.056471      0.5753]
  [   0.081096     0.58362]
  [   0.075464     0.51635]
  [    0.12011     0.52822]
  [    0.10914     0.46165]
  [    0.13377      0.4537]
  [   0.069416     0.70804]
  [   0.088906     0.71342]
  [   0.066892     0.82029]
  [    0.11228     0.83346]
  [   0.023591     0.92843]
  [   0.092792     0.94757]]]",166.24300681293184,155.23953472137194,159.46746279874486,159.28636716309114,False
36.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [    0.06903     0.53229]
  [   0.058646     0.57266]
  [   0.079061     0.57953]
  [   0.078274     0.52859]
  [    0.11618      0.5397]
  [     0.1168     0.46227]
  [    0.13312     0.46441]
  [   0.067363     0.71295]
  [   0.083903     0.71848]
  [   0.068163     0.82083]
  [    0.10792     0.83486]
  [   0.024862     0.93509]
  [   0.090208     0.95968]]]",173.8547881900475,149.70303802167297,158.82064388434463,160.2640541012651,False
37.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.064426     0.54055]
  [   0.053529     0.57908]
  [    0.07974     0.58339]
  [   0.069868      0.5227]
  [    0.12136      0.5281]
  [    0.10474     0.46623]
  [    0.13446     0.46124]
  [   0.067968     0.71359]
  [   0.088178     0.71727]
  [   0.064588     0.82624]
  [      0.109     0.83684]
  [    0.02124     0.93419]
  [   0.089482     0.95266]]]",164.4689607986694,154.119028527653,159.84054139158928,160.55884506584286,False
38.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.066204     0.53446]
  [   0.054555     0.57421]
  [   0.078164     0.58124]
  [   0.075927     0.53132]
  [    0.11874     0.54089]
  [    0.11976     0.46696]
  [    0.13655     0.46727]
  [   0.065256      0.7155]
  [   0.083967      0.7213]
  [   0.065373     0.82255]
  [    0.10653     0.83719]
  [   0.021352     0.93642]
  [   0.087824     0.96218]]]",172.23660709264473,148.43987649694915,158.80139641126354,160.4687548706904,False
39.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.066842     0.53564]
  [    0.05429     0.57411]
  [   0.078488     0.58319]
  [   0.074987     0.53067]
  [     0.1183     0.54445]
  [     0.1191     0.46726]
  [    0.13582     0.47092]
  [   0.064235     0.71607]
  [   0.083326      0.7227]
  [   0.064842     0.82265]
  [     0.1058     0.83871]
  [   0.020677     0.93494]
  [   0.086922     0.96214]]]",170.6475772426196,147.62992534441236,158.20259372672854,160.33635848381886,False
40.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.064404     0.54281]
  [   0.051738     0.57929]
  [   0.078892     0.58577]
  [   0.070666     0.52104]
  [    0.11903     0.53091]
  [    0.10555     0.46512]
  [    0.13341     0.46112]
  [   0.065765     0.71623]
  [   0.086596     0.72078]
  [   0.062139      0.8296]
  [    0.10718     0.84148]
  [    0.01884      0.9361]
  [   0.085941     0.95477]]]",166.04643396861886,155.44657141549337,159.70636915553357,159.70590470267,False
41.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [    0.06261     0.54468]
  [    0.05196     0.58037]
  [   0.075414     0.58745]
  [   0.070461     0.52346]
  [    0.11654     0.53441]
  [    0.10598      0.4657]
  [    0.13364     0.46447]
  [   0.065666     0.71947]
  [   0.083873     0.72445]
  [   0.062952      0.8323]
  [    0.10543     0.84499]
  [   0.017373     0.93456]
  [   0.083646      0.9548]]]",166.42029120302868,155.95318020661156,157.35295917511397,158.63689813529297,False
42.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.062161     0.54583]
  [     0.0515      0.5805]
  [   0.075907     0.58935]
  [   0.070217     0.52104]
  [    0.11662     0.53547]
  [    0.10592     0.46492]
  [    0.13283     0.46485]
  [   0.065299     0.71946]
  [   0.084212     0.72497]
  [     0.0617     0.83222]
  [    0.10445     0.84553]
  [   0.017702     0.93576]
  [   0.083402     0.95583]]]",165.00693381845628,155.8485963500403,158.80563112854895,159.66388537889608,False
43.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.061058     0.54745]
  [   0.053408     0.58045]
  [    0.07316     0.59097]
  [     0.0734     0.52085]
  [    0.11407     0.53794]
  [    0.10799     0.46434]
  [    0.13201     0.46532]
  [   0.066863     0.72026]
  [    0.08286      0.7264]
  [   0.061577     0.83328]
  [      0.103      0.8476]
  [   0.016906     0.93631]
  [   0.083844     0.95723]]]",167.0686127590463,156.23146943415455,159.23836459360427,160.65273284617385,False
44.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [    0.06091     0.54742]
  [   0.053661     0.57993]
  [   0.072126      0.5909]
  [   0.075038     0.52076]
  [    0.11384     0.53904]
  [    0.11032     0.46327]
  [    0.13336     0.46638]
  [   0.066393     0.72134]
  [   0.081474     0.72769]
  [   0.061649     0.83422]
  [    0.10232     0.84898]
  [   0.016574      0.9355]
  [   0.083614     0.95719]]]",168.32408349076468,156.21786369732789,158.41519019483434,160.43853811380225,False
45.0,"[[[          0           0]
  [          0           0]
  [   0.073643      0.5268]
  [          0           0]
  [   0.062852     0.54171]
  [   0.056754     0.57817]
  [   0.069422     0.58826]
  [   0.081371     0.53368]
  [    0.11124     0.54748]
  [     0.1255     0.47742]
  [    0.13706     0.47812]
  [   0.063098     0.72114]
  [     0.0744     0.72815]
  [   0.064081     0.83006]
  [   0.098056     0.84691]
  [    0.01834     0.93864]
  [   0.081177      0.9663]]]",170.84629476633197,154.69855641835025,156.63955957668446,160.68816786758788,False
46.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.059944      0.5481]
  [   0.054906     0.57949]
  [   0.069437     0.59202]
  [   0.077495     0.52354]
  [    0.11134     0.54342]
  [    0.11321     0.46745]
  [    0.13246     0.46979]
  [   0.066032     0.72287]
  [   0.078647     0.72988]
  [   0.061011     0.83573]
  [    0.10055     0.85161]
  [   0.014972     0.93532]
  [   0.082647     0.95806]]]",169.49887602800686,155.22960362631875,157.7370616932788,160.25480602512891,False
47.0,"[[[          0           0]
  [          0           0]
  [   0.072719     0.52735]
  [          0           0]
  [   0.059932     0.54831]
  [   0.055005     0.57855]
  [   0.069342     0.59238]
  [   0.077714     0.52261]
  [    0.11139     0.54524]
  [    0.11299     0.46661]
  [    0.13234     0.47077]
  [   0.065755     0.72241]
  [   0.078325     0.72985]
  [   0.060457     0.83616]
  [    0.10055      0.8526]
  [   0.013459     0.93533]
  [   0.081924      0.9583]]]",169.890382471232,153.98308044241307,157.30973773804612,159.74155829013748,False
48.0,"[[[          0           0]
  [          0           0]
  [          0           0]
  [          0           0]
  [   0.060988     0.54778]
  [   0.052917     0.58134]
  [   0.072421     0.59164]
  [   0.073632     0.52553]
  [     0.1153     0.54124]
  [    0.10992     0.46825]
  [    0.13423     0.46969]
  [   0.063057     0.72384]
  [   0.078853     0.72981]
  [   0.059423     0.83767]
  [    0.10109     0.85203]
  [   0.013282     0.93892]
  [   0.081041     0.96115]]]",168.00418475079795,154.41849134162305,157.3296955508009,159.2794550116511,False
